,_id,number,title,user_rating,user_votes
36,58f7f1f2c88a6543d2d949d3,3.2,Mr. Lisa Goes to Washington,7.7,1409
37,58f7f1f2c88a6543d2d949d4,3.3,When Flanders Failed,8.2,1423
38,58f7f1f2c88a6543d2d949d5,3.4,Bart the Murderer,8.7,1583
39,58f7f1f2c88a6543d2d949d6,3.5,Homer Defined,8.5,1578
40,58f7f1f2c88a6543d2d949d7,3.6,"Like Father, Like Clown",7.7,1374
41,58f7f1f2c88a6543d2d949d8,3.7,Treehouse of Horror II,8.2,1507
42,58f7f1f2c88a6543d2d949d9,3.8,Lisa's Pony,7.9,1357
43,58f7f1f2c88a6543d2d949da,3.9,Saturdays of Thunder,7.9,1310
44,58f7f1f2c88a6543d2d949db,3.1,Flaming Moe's,8.8,1769
45,58f7f1f2c88a6543d2d949dc,3.11,Burns Verkaufen der Kraftwerk,8.2,1421
46,58f7f1f2c88a6543d2d949dd,3.12,I Married Marge,8.2,1329
47,58f7f1f2c88a6543d2d949de,3.13,Radio Bart,8.5,1492
48,58f7f1f2c88a6543d2d949df,3.14,Lisa the Greek,7.9,1294
49,58f7f1f2c88a6543d2d949e0,3.15,Homer Alone,8.0,1289
50,58f7f1f2c88a6543d2d949e1,3.16,Bart the Lover,8.3,1393
51,58f7f1f2c88a6543d2d949e2,3.17,Homer at the Bat,8.6,1788
52,58f7f1f2c88a6543d2d949e3,3.18,Separate Vocations,8.2,1318
53,58f7f1f2c88a6543d2d949e4,3.19,Dog of Death,7.7,1276
54,58f7f1f2c88a6543d2d949e5,3.2,Colonel Homer,7.9,1355
55,58f7f1f2c88a6543d2d949e6,3.21,Black Widower,8.2,1352
56,58f7f1f2c88a6543d2d949e7,3.22,The Otto Show,7.7,1284
57,58f7f1f2c88a6543d2d949e8,3.23,Bart's Friend Falls in Love,7.7,1274
58,58f7f1f2c88a6543d2d949e9,3.24,"Brother, Can You Spare Two Dimes?",8.2,1341
59,58f7f1f2c88a6543d2d949ea,4.1,Kamp Krusty,8.4,1558
60,58f7f1f2c88a6543d2d949eb,4.2,A Streetcar Named Marge,8.1,1471
61,58f7f1f2c88a6543d2d949ec,4.3,Homer the Heretic,9.0,1926
62,58f7f1f2c88a6543d2d949ed,4.4,Lisa the Beauty Queen,7.8,1310
63,58f7f1f2c88a6543d2d949ee,4.5,Treehouse of Horror III,8.4,1541
64,58f7f1f2c88a6543d2d949ef,4.6,Itchy & Scratchy: The Movie,8.2,1424
65,58f7f1f2c88a6543d2d949f0,4.7,Marge Gets a Job,7.8,1279
66,58f7f1f2c88a6543d2d949f1,4.8,New Kid on the Block,8.2,1378
67,58f7f1f2c88a6543d2d949f2,4.9,Mr. Plow,8.8,1781
68,58f7f1f2c88a6543d2d949f3,4.1,Lisa's First Word,8.5,1500
69,58f7f1f2c88a6543d2d949f4,4.11,Homer's Triple Bypass,8.7,1595
70,58f7f1f2c88a6543d2d949f5,4.12,Marge vs. the Monorail,9.0,2235
71,58f7f1f2c88a6543d2d949f6,4.13,Selma's Choice,8.0,1291
72,58f7f1f2c88a6543d2d949f7,4.14,Brother from the Same Planet,8.1,1309
73,58f7f1f2c88a6543d2d949f8,4.15,I Love Lisa,8.3,1413
74,58f7f1f2c88a6543d2d949f9,4.16,Duffless,8.3,1345
75,58f7f1f2c88a6543d2d949fa,4.17,Last Exit to Springfield,9.0,2016
76,58f7f1f2c88a6543d2d949fb,4.18,So It Has Come to This: The Simpsons Clip Show,7.2,1222
77,58f7f1f2c88a6543d2d949fc,4.19,The Front,8.1,1244
78,58f7f1f2c88a6543d2d949fd,4.2,Whacking Day,8.1,1368
79,58f7f1f2c88a6543d2d949fe,4.21,Marge in Chains,7.7,1198
80,58f7f1f2c88a6543d2d949ff,4.22,Krusty Gets Kancelled,8.2,1390
81,58f7f1f2c88a6543d2d94a00,5.1,Homer's Barbershop Quartet,8.5,1553
82,58f7f1f2c88a6543d2d94a01,5.2,Cape Feare,9.0,2214
83,58f7f1f2c88a6543d2d94a02,5.3,Homer Goes to College,8.6,1625
84,58f7f1f2c88a6543d2d94a03,5.4,Rosebud,8.9,1642
85,58f7f1f2c88a6543d2d94a04,5.5,Treehouse of Horror IV,8.7,1584
86,58f7f1f2c88a6543d2d94a05,5.6,Marge on the Lam,8.1,1261
87,58f7f1f2c88a6543d2d94a06,5.7,Bart's Inner Child,7.7,1201
88,58f7f1f2c88a6543d2d94a07,5.8,Boy Scoutz 'n the Hood,8.7,1417
89,58f7f1f2c88a6543d2d94a08,5.9,The Last Temptation of Homer,8.4,1438
90,58f7f1f2c88a6543d2d94a09,5.1,$pringfield (or How I Learned to Stop Worrying and Love Legalized Gambling),8.5,1407
91,58f7f1f2c88a6543d2d94a0a,5.11,Homer the Vigilante,8.2,1319
92,58f7f1f2c88a6543d2d94a0b,5.12,Bart Gets Famous,8.1,1245
93,58f7f1f2c88a6543d2d94a0c,5.13,Homer and Apu,8.3,1290
94,58f7f1f2c88a6543d2d94a0d,5.14,Lisa vs. Malibu Stacy,8.2,1299
95,58f7f1f2c88a6543d2d94a0e,5.15,Deep Space Homer,8.8,1666
96,58f7f1f2c88a6543d2d94a0f,5.16,Homer Loves Flanders,8.5,1310
97,58f7f1f2c88a6543d2d94a10,5.17,Bart Gets an Elephant,7.9,1233
98,58f7f1f2c88a6543d2d94a11,5.18,Burns' Heir,8.4,1259
99,58f7f1f2c88a6543d2d94a12,5.19,Sweet Seymour Skinner's Baadasssss Song,8.4,1234
100,58f7f1f2c88a6543d2d94a13,5.2,The Boy Who Knew Too Much,8.2,1220
101,58f7f1f2c88a6543d2d94a14,5.21,Lady Bouvier's Lover,7.5,1112
102,58f7f1f2c88a6543d2d94a15,5.22,Secrets of a Successful Marriage,8.0,1171
103,58f7f1f2c88a6543d2d94a16,6.1,Bart of Darkness,8.6,1478
104,58f7f1f2c88a6543d2d94a17,6.2,Lisa's Rival,8.1,1277
105,58f7f1f2c88a6543d2d94a18,6.3,Another Simpson Clip Show,6.0,1143
106,58f7f1f2c88a6543d2d94a19,6.4,Itchy & Scratchy Land,8.5,1414
107,58f7f1f2c88a6543d2d94a1a,6.5,Sideshow Bob Roberts,8.2,1261
108,58f7f1f2c88a6543d2d94a1b,6.6,Treehouse of Horror V,9.1,1885
109,58f7f1f2c88a6543d2d94a1c,6.7,Bart's Girlfriend,8.0,1268
110,58f7f1f2c88a6543d2d94a1d,6.8,Lisa on Ice,8.4,1368
111,58f7f1f2c88a6543d2d94a1e,6.9,Homer Badman,9.0,1804
112,58f7f1f2c88a6543d2d94a1f,6.1,Grandpa vs. Sexual Inadequacy,8.0,1162
113,58f7f1f2c88a6543d2d94a20,6.11,Fear of Flying,7.8,1207
114,58f7f1f2c88a6543d2d94a21,6.12,Homer the Great,8.9,1604
115,58f7f1f2c88a6543d2d94a22,6.13,And Maggie Makes Three,8.6,1436
116,58f7f1f2c88a6543d2d94a23,6.14,Bart's Comet,8.6,1343
117,58f7f1f2c88a6543d2d94a24,6.15,Homie the Clown,8.6,1383
118,58f7f1f2c88a6543d2d94a25,6.16,Bart vs. Australia,8.5,1488
119,58f7f1f2c88a6543d2d94a26,6.17,Homer vs. Patty and Selma,7.9,1103
120,58f7f1f2c88a6543d2d94a27,6.18,A Star Is Burns,8.5,1348
121,58f7f1f2c88a6543d2d94a28,6.19,Lisa's Wedding,8.3,1315
122,58f7f1f2c88a6543d2d94a29,6.2,Two Dozen and One Greyhounds,8.1,1157
123,58f7f1f2c88a6543d2d94a2a,6.21,The PTA Disbands,8.1,1113
124,58f7f1f2c88a6543d2d94a2b,6.22,'Round Springfield,8.3,1203
125,58f7f1f2c88a6543d2d94a2c,6.23,The Springfield Connection,8.2,1112
126,58f7f1f2c88a6543d2d94a2d,6.24,Lemon of Troy,8.6,1427
127,58f7f1f2c88a6543d2d94a2e,6.25,Who Shot Mr. Burns?,9.1,1800
128,58f7f1f2c88a6543d2d94a2f,7.1,Who Shot Mr. Burns?,8.9,1650
129,58f7f1f2c88a6543d2d94a30,7.2,Radioactive Man,8.3,1281
130,58f7f1f2c88a6543d2d94a31,7.3,Home Sweet Home-Dum-Diddly Doodily,8.3,1194
131,58f7f1f2c88a6543d2d94a32,7.4,Bart Sells His Soul,8.7,1501
132,58f7f1f2c88a6543d2d94a33,7.5,Lisa the Vegetarian,8.5,1425
133,58f7f1f2c88a6543d2d94a34,7.6,Treehouse of Horror VI,8.5,1437
134,58f7f1f2c88a6543d2d94a35,7.7,King Size Homer,9.0,1789
135,58f7f1f2c88a6543d2d94a36,7.8,Mother Simpson,8.5,1347
136,58f7f1f2c88a6543d2d94a37,7.9,Sideshow Bob's Last Gleaming,8.0,1130
137,58f7f1f2c88a6543d2d94a38,7.1,The 138th Episode Spectacular,7.5,1130
138,58f7f1f2c88a6543d2d94a39,7.11,Marge Be Not Proud,8.4,1288
139,58f7f1f2c88a6543d2d94a3a,7.12,Team Homer,8.3,1165
140,58f7f1f2c88a6543d2d94a3b,7.13,Two Bad Neighbors,8.7,1400
141,58f7f1f2c88a6543d2d94a3c,7.14,Scenes from the Class Struggle in Springfield,7.7,1063
142,58f7f1f2c88a6543d2d94a3d,7.15,Bart the Fink,7.7,1054
143,58f7f1f2c88a6543d2d94a3e,7.16,Lisa the Iconoclast,8.1,1141
144,58f7f1f2c88a6543d2d94a3f,7.17,Homer the Smithers,8.9,1745
145,58f7f1f2c88a6543d2d94a40,7.18,The Day the Violence Died,8.0,1121
146,58f7f1f2c88a6543d2d94a41,7.19,A Fish Called Selma,8.2,1214
147,58f7f1f2c88a6543d2d94a42,7.2,Bart on the Road,8.6,1229
148,58f7f1f2c88a6543d2d94a43,7.21,22 Short Films About Springfield,8.8,1543
149,58f7f1f2c88a6543d2d94a44,7.22,Raging Abe Simpson and His Grumbling Grandson in 'The Curse of the Flying Hellfish',8.4,1234
150,58f7f1f2c88a6543d2d94a45,7.23,Much Apu About Nothing,8.0,1099
151,58f7f1f2c88a6543d2d94a46,7.24,Homerpalooza,8.0,1200
152,58f7f1f2c88a6543d2d94a47,7.25,"Summer of 4'2""",8.3,1236
153,58f7f1f2c88a6543d2d94a48,8.1,Treehouse of Horror VII,8.3,1320
154,58f7f1f2c88a6543d2d94a49,8.2,You Only Move Twice,9.2,2691
155,58f7f1f2c88a6543d2d94a4a,8.3,The Homer They Fall,8.0,1192
156,58f7f1f2c88a6543d2d94a4b,8.4,"Burns, Baby Burns",7.7,1178
157,58f7f1f2c88a6543d2d94a4c,8.5,Bart After Dark,8.2,1212
158,58f7f1f2c88a6543d2d94a4d,8.6,A Milhouse Divided,8.0,1118
159,58f7f1f2c88a6543d2d94a4e,8.7,Lisa's Date with Density,7.8,1106
160,58f7f1f2c88a6543d2d94a4f,8.8,Hurricane Neddy,8.8,1407
161,58f7f1f2c88a6543d2d94a50,8.9,The Mysterious Voyage of Our Homer,8.5,1510
162,58f7f1f2c88a6543d2d94a51,8.1,The Springfield Files,9.0,1962
163,58f7f1f2c88a6543d2d94a52,8.11,The Twisted World of Marge Simpson,7.8,1098
164,58f7f1f2c88a6543d2d94a53,8.12,Mountain of Madness,8.6,1259
165,58f7f1f2c88a6543d2d94a54,8.13,Simpsoncalifragilisticexpiala-Annoyed-Grunt-cious,7.7,1199
166,58f7f1f2c88a6543d2d94a55,8.14,The Itchy & Scratchy & Poochie Show,7.9,1193
167,58f7f1f2c88a6543d2d94a56,8.15,Homer's Phobia,8.9,1808
168,58f7f1f2c88a6543d2d94a57,8.16,Brother from Another Series,8.2,1215
169,58f7f1f2c88a6543d2d94a58,8.17,"My Sister, My Sitter",8.1,1119
170,58f7f1f2c88a6543d2d94a59,8.18,Homer vs. the 18th Amendment,8.8,1464
171,58f7f1f2c88a6543d2d94a5a,8.19,Grade School Confidential,8.2,1098
172,58f7f1f2c88a6543d2d94a5b,8.2,The Canine Mutiny,7.6,1015
173,58f7f1f2c88a6543d2d94a5c,8.21,The Old Man and the Lisa,7.9,1063
174,58f7f1f2c88a6543d2d94a5d,8.22,In Marge We Trust,8.0,1076
175,58f7f1f2c88a6543d2d94a5e,8.23,Homer's Enemy,9.3,2530
176,58f7f1f2c88a6543d2d94a5f,8.24,The Simpsons Spin-Off Showcase,7.2,1109
177,58f7f1f2c88a6543d2d94a60,8.25,The Secret War of Lisa Simpson,7.8,1063
178,58f7f1f2c88a6543d2d94a61,9.1,The City of New York vs. Homer Simpson,9.1,2146
179,58f7f1f2c88a6543d2d94a62,9.2,The Principal and the Pauper,7.3,1273
180,58f7f1f2c88a6543d2d94a63,9.3,Lisa's Sax,8.1,1083
181,58f7f1f2c88a6543d2d94a64,9.4,Treehouse of Horror VIII,8.2,1131
182,58f7f1f2c88a6543d2d94a65,9.5,The Cartridge Family,8.3,1192
183,58f7f1f2c88a6543d2d94a66,9.6,Bart Star,7.7,1019
184,58f7f1f2c88a6543d2d94a67,9.7,The Two Mrs. Nahasapeemapetilons,7.7,1003
185,58f7f1f2c88a6543d2d94a68,9.8,Lisa the Skeptic,8.0,1084
186,58f7f1f2c88a6543d2d94a69,9.9,Realty Bites,7.6,981
187,58f7f1f2c88a6543d2d94a6a,9.1,Miracle on Evergreen Terrace,7.6,1051
188,58f7f1f2c88a6543d2d94a6b,9.11,"All Singing, All Dancing",5.1,1209
189,58f7f1f2c88a6543d2d94a6c,9.12,Bart Carny,7.7,1030
190,58f7f1f2c88a6543d2d94a6d,9.13,The Joy of Sect,8.2,1140
191,58f7f1f2c88a6543d2d94a6e,9.14,Das Bus,8.1,1134
192,58f7f1f2c88a6543d2d94a6f,9.15,The Last Temptation of Krusty,7.5,965
193,58f7f1f2c88a6543d2d94a70,9.16,Dumbbell Indemnity,7.6,973
194,58f7f1f2c88a6543d2d94a71,9.17,Lisa the Simpson,8.0,1051
195,58f7f1f2c88a6543d2d94a72,9.18,This Little Wiggy,7.9,1003
196,58f7f1f2c88a6543d2d94a73,9.19,Simpson Tide,8.3,1125
197,58f7f1f2c88a6543d2d94a74,9.2,The Trouble with Trillions,7.9,1040
198,58f7f1f2c88a6543d2d94a75,9.21,Girlie Edition,7.8,997
199,58f7f1f2c88a6543d2d94a76,9.22,Trash of the Titans,8.5,1225
200,58f7f1f2c88a6543d2d94a77,9.23,King of the Hill,8.3,1067
201,58f7f1f2c88a6543d2d94a78,9.24,Lost Our Lisa,7.7,967
202,58f7f1f2c88a6543d2d94a79,9.25,Natural Born Kissers,8.1,1028
203,58f7f1f2c88a6543d2d94a7a,10.1,Lard of the Dance,7.6,1033
204,58f7f1f2c88a6543d2d94a7b,10.2,The Wizard of Evergreen Terrace,8.2,1088
205,58f7f1f2c88a6543d2d94a7c,10.3,Bart the Mother,7.5,984
206,58f7f1f2c88a6543d2d94a7d,10.4,Treehouse of Horror IX,8.0,1123
207,58f7f1f2c88a6543d2d94a7e,10.5,When You Dish Upon a Star,7.3,1033
208,58f7f1f2c88a6543d2d94a7f,10.6,D'oh-in' in the Wind,7.6,1001
209,58f7f1f2c88a6543d2d94a80,10.7,Lisa Gets an 'A',8.0,1009
210,58f7f1f2c88a6543d2d94a81,10.8,Homer Simpson in: 'Kidney Trouble',7.3,950
211,58f7f1f2c88a6543d2d94a82,10.9,Mayored to the Mob,8.2,1081
212,58f7f1f2c88a6543d2d94a83,10.1,Viva Ned Flanders,7.8,1022
213,58f7f1f2c88a6543d2d94a84,10.11,Wild Barts Can't Be Broken,7.7,922
214,58f7f1f2c88a6543d2d94a85,10.12,"Sunday, Cruddy Sunday",6.9,960
215,58f7f1f2c88a6543d2d94a86,10.13,Homer to the Max,7.7,984
216,58f7f1f2c88a6543d2d94a87,10.14,I'm with Cupid,7.3,891
217,58f7f1f2c88a6543d2d94a88,10.15,Marge Simpson in 'Screaming Yellow Honkers',7.3,912
218,58f7f1f2c88a6543d2d94a89,10.16,Make Room for Lisa,7.5,879
219,58f7f1f2c88a6543d2d94a8a,10.17,Maximum Homerdrive,7.7,935
220,58f7f1f2c88a6543d2d94a8b,10.18,Simpsons Bible Stories,7.3,937
221,58f7f1f2c88a6543d2d94a8c,10.19,Mom and Pop Art,7.6,923
222,58f7f1f2c88a6543d2d94a8d,10.2,The Old Man and the 'C' Student,7.3,860
223,58f7f1f2c88a6543d2d94a8e,10.21,Monty Can't Buy Me Love,7.2,864
224,58f7f1f2c88a6543d2d94a8f,10.22,They Saved Lisa's Brain,7.4,882
225,58f7f1f2c88a6543d2d94a90,10.23,Thirty Minutes Over Tokyo,8.0,1065
226,58f7f1f2c88a6543d2d94a91,11.1,Beyond Blunderdome,7.3,1006
227,58f7f1f2c88a6543d2d94a92,11.2,Brother's Little Helper,7.5,863
228,58f7f1f2c88a6543d2d94a93,11.3,Guess Who's Coming to Criticize Dinner?,7.5,882
229,58f7f1f2c88a6543d2d94a94,11.4,Treehouse of Horror X,7.8,970
230,58f7f1f2c88a6543d2d94a95,11.5,E-I-E-I-(Annoyed Grunt),7.6,906
231,58f7f1f2c88a6543d2d94a96,11.6,"Hello Gutter, Hello Fadder",7.3,838
232,58f7f1f2c88a6543d2d94a97,11.7,Eight Misbehavin',7.1,825
233,58f7f1f2c88a6543d2d94a98,11.8,"Take My Wife, Sleaze",7.2,859
234,58f7f1f2c88a6543d2d94a99,11.9,Grift of the Magi,7.3,900
235,58f7f1f2c88a6543d2d94a9a,11.1,Little Big Mom,7.3,796
236,58f7f1f2c88a6543d2d94a9b,11.11,Faith Off,6.9,811
237,58f7f1f2c88a6543d2d94a9c,11.12,The Mansion Family,7.3,824
238,58f7f1f2c88a6543d2d94a9d,11.13,Saddlesore Galactica,6.6,894
239,58f7f1f2c88a6543d2d94a9e,11.14,"Alone Again, Natura-Diddly",7.9,969
240,58f7f1f2c88a6543d2d94a9f,11.15,Missionary: Impossible,7.3,855
241,58f7f1f2c88a6543d2d94aa0,11.16,Pygmoelian,7.3,827
242,58f7f1f2c88a6543d2d94aa1,11.17,Bart to the Future,7.1,884
243,58f7f1f2c88a6543d2d94aa2,11.18,Days of Wine and D'oh'ses,7.4,800
244,58f7f1f2c88a6543d2d94aa3,11.19,Kill the Alligator and Run,6.6,880
245,58f7f1f2c88a6543d2d94aa4,11.2,Last Tap Dance in Springfield,7.2,789
246,58f7f1f2c88a6543d2d94aa5,11.21,"It's a Mad, Mad, Mad, Mad Marge",7.2,808
247,58f7f1f2c88a6543d2d94aa6,11.22,Behind the Laughter,7.9,1053
248,58f7f1f2c88a6543d2d94aa7,12.1,Treehouse of Horror XI,7.6,915
249,58f7f1f2c88a6543d2d94aa8,12.2,A Tale of Two Springfields,7.4,888
250,58f7f1f2c88a6543d2d94aa9,12.3,Insane Clown Poppy,7.1,806
251,58f7f1f2c88a6543d2d94aaa,12.4,Lisa the Tree Hugger,7.2,808
252,58f7f1f2c88a6543d2d94aab,12.5,Homer vs. Dignity,7.2,839
253,58f7f1f2c88a6543d2d94aac,12.6,The Computer Wore Menace Shoes,7.7,867
254,58f7f1f2c88a6543d2d94aad,12.7,The Great Money Caper,7.3,840
255,58f7f1f2c88a6543d2d94aae,12.8,Skinner's Sense of Snow,8.0,927
256,58f7f1f2c88a6543d2d94aaf,12.9,HOMR,8.1,1002
257,58f7f1f2c88a6543d2d94ab0,12.1,Pokey Mom,7.3,838
258,58f7f1f2c88a6543d2d94ab1,12.11,Worst Episode Ever,7.5,845
259,58f7f1f2c88a6543d2d94ab2,12.12,Tennis the Menace,6.9,806
260,58f7f1f2c88a6543d2d94ab3,12.13,Day of the Jackanapes,7.2,741
261,58f7f1f2c88a6543d2d94ab4,12.14,New Kids on the Blecch,7.2,917
262,58f7f1f2c88a6543d2d94ab5,12.15,Hungry Hungry Homer,7.4,811
263,58f7f1f2c88a6543d2d94ab6,12.16,Bye Bye Nerdy,6.5,768
264,58f7f1f2c88a6543d2d94ab7,12.17,Simpsons Safari,6.9,793
265,58f7f1f2c88a6543d2d94ab8,12.18,Trilogy of Error,8.6,1210
266,58f7f1f2c88a6543d2d94ab9,12.19,I'm Goin' to Praiseland,7.3,793
267,58f7f1f2c88a6543d2d94aba,12.2,Children of a Lesser Clod,7.2,737
268,58f7f1f2c88a6543d2d94abb,12.21,Simpsons Tall Tales,7.0,757
269,58f7f1f2c88a6543d2d94abc,13.1,Treehouse of Horror XII,7.5,915
270,58f7f1f2c88a6543d2d94abd,13.2,The Parent Rap,7.1,749
271,58f7f1f2c88a6543d2d94abe,13.3,Homer the Moe,7.2,773
272,58f7f1f2c88a6543d2d94abf,13.4,A Hunka Hunka Burns in Love,7.1,726
273,58f7f1f2c88a6543d2d94ac0,13.5,The Blunder Years,7.7,796
274,58f7f1f2c88a6543d2d94ac1,13.6,She of Little Faith,7.1,771
275,58f7f1f2c88a6543d2d94ac2,13.7,Brawl in the Family,6.9,719
276,58f7f1f2c88a6543d2d94ac3,13.8,Sweets and Sour Marge,7.0,723
277,58f7f1f2c88a6543d2d94ac4,13.9,Jaws Wired Shut,7.3,716
278,58f7f1f2c88a6543d2d94ac5,13.1,Half-Decent Proposal,7.5,757
279,58f7f1f2c88a6543d2d94ac6,13.11,The Bart Wants What It Wants,7.1,692
280,58f7f1f2c88a6543d2d94ac7,13.12,The Lastest Gun in the West,6.5,724
281,58f7f1f2c88a6543d2d94ac8,13.13,The Old Man and the Key,6.5,688
282,58f7f1f2c88a6543d2d94ac9,13.14,Tales from the Public Domain,7.3,703
283,58f7f1f2c88a6543d2d94aca,13.15,Blame It on Lisa,7.0,739
284,58f7f1f2c88a6543d2d94acb,13.16,Weekend at Burnsie's,7.7,843
285,58f7f1f2c88a6543d2d94acc,13.17,Gump Roast,5.6,787
286,58f7f1f2c88a6543d2d94acd,13.18,I Am Furious Yellow,7.6,778
287,58f7f1f2c88a6543d2d94ace,13.19,The Sweetest Apu,6.9,670
288,58f7f1f2c88a6543d2d94acf,13.2,Little Girl in the Big Ten,7.2,682
289,58f7f1f2c88a6543d2d94ad0,13.21,The Frying Game,7.1,705
290,58f7f1f2c88a6543d2d94ad1,13.22,Papa's Got a Brand New Badge,8.0,789
291,58f7f1f2c88a6543d2d94ad2,14.1,Treehouse of Horror XIII,7.6,843
292,58f7f1f2c88a6543d2d94ad3,14.2,How I Spent My Strummer Vacation,7.3,801
293,58f7f1f2c88a6543d2d94ad4,14.3,Bart vs. Lisa vs. 3rd Grade,7.0,719
294,58f7f1f2c88a6543d2d94ad5,14.4,Large Marge,7.1,783
295,58f7f1f2c88a6543d2d94ad6,14.5,Helter Shelter,6.8,701
296,58f7f1f2c88a6543d2d94ad7,14.6,The Great Louse Detective,7.2,708
297,58f7f1f2c88a6543d2d94ad8,14.7,Special Edna,7.1,667
298,58f7f1f2c88a6543d2d94ad9,14.8,The Dad Who Knew Too Little,7.3,676
299,58f7f1f2c88a6543d2d94ada,14.9,The Strong Arms of the Ma,6.8,729
300,58f7f1f2c88a6543d2d94adb,14.1,Pray Anything,6.8,669
301,58f7f1f2c88a6543d2d94adc,14.11,Barting Over,6.6,720
302,58f7f1f2c88a6543d2d94add,14.12,I'm Spelling as Fast as I Can,7.3,703
303,58f7f1f2c88a6543d2d94ade,14.13,A Star Is Born Again,7.0,671
304,58f7f1f2c88a6543d2d94adf,14.14,Mr. Spritz Goes to Washington,6.8,647
305,58f7f1f2c88a6543d2d94ae0,14.15,C. E. D'oh,7.2,624
306,58f7f1f2c88a6543d2d94ae1,14.16,'Scuse Me While I Miss the Sky,7.1,627
307,58f7f1f2c88a6543d2d94ae2,14.17,Three Gays of the Condo,7.2,723
308,58f7f1f2c88a6543d2d94ae3,14.18,"Dude, Where's My Ranch?",7.0,719
309,58f7f1f2c88a6543d2d94ae4,14.19,Old Yeller-Belly,6.7,643
310,58f7f1f2c88a6543d2d94ae5,14.2,"Brake My Wife, Please",6.8,636
311,58f7f1f2c88a6543d2d94ae6,14.21,The Bart of War,6.6,647
312,58f7f1f2c88a6543d2d94ae7,14.22,Moe Baby Blues,7.7,776
313,58f7f1f2c88a6543d2d94ae8,15.1,Treehouse of Horror XIV,7.4,837
314,58f7f1f2c88a6543d2d94ae9,15.2,My Mother the Carjacker,7.3,671
315,58f7f1f2c88a6543d2d94aea,15.3,The President Wore Pearls,7.0,702
316,58f7f1f2c88a6543d2d94aeb,15.4,The Regina Monologues,7.1,772
317,58f7f1f2c88a6543d2d94aec,15.5,The Fat and the Furriest,7.2,655
318,58f7f1f2c88a6543d2d94aed,15.6,"Today, I Am a Clown",6.5,645
319,58f7f1f2c88a6543d2d94aee,15.7,'Tis the Fifteenth Season,7.1,661
320,58f7f1f2c88a6543d2d94aef,15.8,"Marge vs. Singles, Seniors, Childless Couples and Teens, and Gays",6.7,658
